Detail of Gifts,Item Category,Name of Recipient,Affiliation,Date,Assessed Value,Retention Cost,Retained,Remarks
2201,17,1428,1,280,38657.0,4299.0,65,221
2214,17,1428,1,280,50000.0,5625.0,65,221
1526,17,1428,1,280,3500.0,0.0,65,221
2253,17,1428,1,280,0.0,0.0,65,221
2995,6,1428,1,299,24500.0,2175.0,65,221
2175,17,1428,1,299,10000.0,0.0,65,221
1475,17,1428,1,299,10000.0,0.0,65,221
3035,21,1428,1,299,25000.0,2250.0,65,221
2253,17,1428,1,299,2000.0,0.0,65,221
2253,17,1428,1,299,2500.0,0.0,65,221
1311,17,1428,1,299,7000.0,0.0,65,221
2292,17,1428,1,299,5000.0,0.0,65,221
936,11,1428,1,299,9000.0,0.0,65,221
2132,17,454,7,336,8500.0,0.0,65,221
2149,2,454,7,336,35000.0,3750.0,65,221
1656,17,215,7,336,97450.0,5625.0,65,221
2976,17,216,7,336,10000.0,0.0,65,221
2253,17,1428,1,445,0.0,0.0,65,221
3246,17,1428,1,445,0.0,0.0,65,221
1393,7,1428,1,445,10000.0,0.0,65,221
2037,17,1110,7,365,250.0,0.0,65,221
2262,17,1110,7,365,3000.0,0.0,65,221
473,17,1110,7,365,1500.0,0.0,65,221
2166,17,1110,7,365,1000.0,0.0,65,221
1399,7,1110,7,365,0.0,0.0,65,221
1619,7,1106,7,365,500.0,0.0,65,221
1633,17,1106,7,365,3500.0,0.0,65,221
2990,17,1428,1,386,10500.0,0.0,65,221
2974,17,1428,1,386,0.0,0.0,65,221
3247,17,1428,1,386,0.0,0.0,65,221
3130,17,1428,1,386,97450.0,5625.0,65,221
2997,17,1428,1,386,22000.0,150.0,65,221
2434,17,1428,1,386,0.0,0.0,65,221
3169,17,1428,1,386,97450.0,5625.0,65,221
13,17,1428,1,386,97450.0,5625.0,65,221
2253,17,1428,1,386,0.0,0.0,65,221
1791,17,1428,1,386,10000.0,0.0,65,221
2149,2,1428,1,392,35000.0,3750.0,65,221
1479,17,1428,1,392,33000.0,975.0,65,221
1684,17,1507,0,392,30000.0,3000.0,65,221
1683,17,125,7,396,30000.0,3000.0,65,221
1315,17,2042,0,400,1500.0,0.0,65,221
1927,17,1725,7,400,15000.0,750.0,65,221
928,17,1976,7,414,3000.0,0.0,65,221
3096,17,1428,1,418,24000.0,2100.0,65,221
599,17,1428,1,418,10000.0,0.0,65,221
2949,17,1428,1,110,2900.0,0.0,65,221
2462,7,1428,1,110,1000.0,0.0,65,221
2915,7,1428,1,110,1000.0,0.0,65,221
1759,2,1428,1,110,0.0,1500.0,65,221
2849,17,1428,1,110,5200.0,0.0,65,221
2435,17,1428,1,110,0.0,0.0,65,221
962,17,1426,1,110,1000.0,0.0,65,221
1652,17,336,7,110,30000.0,3000.0,65,221
2912,7,336,7,110,10000.0,0.0,65,221
683,7,1111,7,1,3000.0,0.0,65,221
742,7,1111,7,1,1500.0,0.0,65,221
3011,17,1082,0,1,30000.0,3000.0,65,221
2313,17,1979,7,1,97450.0,5625.0,65,221
2913,7,1978,7,1,10000.0,0.0,65,221
1759,2,1726,7,23,5500.0,0.0,65,221
1116,7,1111,7,34,4000.0,0.0,65,221
741,7,1111,7,34,2500.0,0.0,65,221
700,17,1111,7,34,0.0,0.0,65,221
1840,17,1110,7,34,500.0,0.0,65,221
3037,7,1428,1,34,2500.0,0.0,65,221
406,7,1428,1,34,6000.0,0.0,65,221
2921,17,1428,1,34,97450.0,0.0,7,12
735,7,1111,7,34,5500.0,0.0,65,221
1926,17,1428,1,52,2500.0,0.0,65,221
1885,17,1428,1,52,2000.0,0.0,65,221
1819,7,1428,1,52,3500.0,0.0,65,221
2313,17,1754,7,57,97450.0,5625.0,65,221
2975,7,1754,7,57,10000.0,0.0,65,221
2592,17,867,7,62,97450.0,5625.0,65,221
761,9,1726,7,85,97450.0,5625.0,65,221
2897,7,1726,7,85,18000.0,1200.0,65,221
1982,17,1726,7,85,10000.0,0.0,65,221
1220,17,1508,0,563,97450.0,5625.0,65,221
1895,17,1726,7,567,30000.0,3000.0,65,221
1232,17,625,7,567,60000.0,5625.0,65,221
1232,17,620,7,567,60000.0,5625.0,65,221
1232,17,688,7,567,60000.0,5625.0,65,221
1221,17,1480,7,567,35000.0,3750.0,65,221
1223,17,1562,7,567,35000.0,3750.0,65,221
1816,17,1110,7,578,2800.0,0.0,65,221
402,7,1110,7,578,1000.0,0.0,7,54
402,7,1110,7,578,4000.0,0.0,65,221
3017,17,1289,7,578,30000.0,3000.0,65,221
574,17,1216,7,472,7600.0,0.0,65,221
1119,17,1576,7,472,8500.0,0.0,65,221
1138,17,1216,7,472,97450.0,5625.0,65,221
1640,17,724,7,480,97450.0,5625.0,65,221
2176,17,724,7,480,10000.0,0.0,65,221
1800,7,1726,7,488,7000.0,0.0,65,221
696,17,228,7,488,1200.0,0.0,65,221
1843,17,1428,1,491,3000.0,0.0,65,221
922,17,1428,1,491,0.0,0.0,65,221
1735,17,1428,1,491,500.0,0.0,65,221
556,17,1428,1,491,1200.0,0.0,65,221
2259,17,1428,1,491,6000.0,0.0,65,221
555,17,1428,1,491,1000.0,0.0,65,221
2014,17,1428,1,491,3000.0,0.0,65,221
2503,17,1428,1,491,6000.0,0.0,65,221
2367,17,1428,1,491,18000.0,1200.0,65,221
884,17,1428,1,491,500.0,0.0,65,221
2013,17,1428,1,491,10000.0,0.0,65,221
2087,17,1428,1,491,3000.0,0.0,65,221
1134,17,1108,7,501,70000.0,5625.0,5,8
589,17,1110,7,501,7600.0,0.0,65,221
1373,17,1110,7,501,15000.0,750.0,65,221
2014,17,173,7,510,3500.0,0.0,65,221
2014,17,2043,0,510,3500.0,0.0,65,221
944,7,1454,7,531,350.0,0.0,7,46
1759,2,1428,1,546,40000.0,4500.0,65,221
1819,7,1428,1,546,1000.0,0.0,65,221
1737,17,1428,1,546,10000.0,0.0,65,221
2929,17,1428,1,546,5300.0,0.0,65,221
3099,17,1428,1,546,4000.0,0.0,65,221
739,17,1428,1,546,52800.0,5625.0,65,221
1939,17,1428,1,546,1000.0,0.0,65,221
2036,17,1428,1,546,3000.0,0.0,65,221
3100,17,1428,1,546,9000.0,0.0,65,221
2902,17,1428,1,546,1000.0,0.0,65,221
3129,17,1839,7,700,10000.0,0.0,65,221
1643,17,1841,7,700,97450.0,5625.0,65,221
1891,17,1428,1,737,4000.0,0.0,65,221
2937,17,1433,1,737,300.0,0.0,65,221
705,14,1428,1,737,4000.0,0.0,65,221
897,17,1428,1,737,8000.0,0.0,65,221
660,17,1428,1,737,0.0,0.0,65,221
598,17,1428,1,737,3000.0,0.0,65,221
1737,17,1428,1,737,2200.0,0.0,65,221
2457,17,1428,1,737,10000.0,0.0,65,221
1217,17,330,7,752,30000.0,3000.0,65,221
1216,17,329,7,752,30000.0,3000.0,65,221
3094,17,1428,1,589,8050.0,0.0,65,221
557,17,1428,1,589,0.0,0.0,65,221
680,7,1428,1,589,3000.0,0.0,65,221
3059,7,1428,1,589,13000.0,450.0,65,221
562,17,1428,1,589,0.0,0.0,65,221
791,17,1428,1,589,0.0,0.0,65,221
1732,17,1428,1,589,0.0,0.0,65,221
390,17,1428,1,589,0.0,0.0,65,221
1742,17,1428,1,589,4000.0,0.0,65,221
1818,17,1428,1,589,3000.0,0.0,65,221
1736,17,1426,1,589,1200.0,0.0,65,221
1685,17,1074,0,604,30000.0,3000.0,65,221
3012,17,1375,0,615,30000.0,3000.0,65,221
1919,17,88,7,628,0.0,0.0,65,221
1919,17,573,7,628,0.0,0.0,65,221
1919,17,1811,7,628,0.0,0.0,65,221
1919,17,1794,7,628,0.0,0.0,65,221
1919,17,642,7,628,0.0,0.0,65,221
1919,17,1224,7,628,0.0,0.0,65,221
1919,17,1250,7,628,0.0,0.0,65,221
1919,17,522,7,628,0.0,0.0,65,221
1919,17,480,7,628,0.0,0.0,65,221
1919,17,482,7,628,0.0,0.0,65,221
1919,17,1703,7,628,0.0,0.0,65,221
1919,17,1855,7,628,0.0,0.0,65,221
1919,17,1299,7,628,0.0,0.0,65,221
2770,17,1429,1,644,15000.0,750.0,65,221
2916,17,1428,1,644,27000.0,2550.0,65,221
2910,2,1428,1,644,55000.0,5625.0,65,221
0,2,1428,1,644,10000.0,0.0,65,221
3045,5,1428,1,644,6500.0,0.0,65,221
744,17,1428,1,644,0.0,0.0,65,221
3057,17,1428,1,644,2500.0,0.0,65,221
3048,2,1428,1,654,5000.0,0.0,65,221
906,17,1428,1,654,4000.0,0.0,65,221
1228,17,901,7,680,90000.0,5625.0,65,221
681,7,1453,7,707,3000.0,0.0,65,221
760,17,419,7,850,97450.0,0.0,65,221
1152,17,626,7,850,20000.0,1500.0,65,221
1152,17,201,7,850,20000.0,1500.0,65,221
201,17,1428,1,850,1200.0,0.0,65,221
1734,17,1428,1,850,0.0,0.0,65,221
2898,7,1428,1,850,6500.0,0.0,65,221
2859,17,1428,1,850,2500.0,0.0,65,221
2934,17,1428,1,850,4000.0,0.0,65,221
685,7,1428,1,850,2500.0,0.0,65,221
1975,17,1428,1,850,0.0,0.0,65,221
635,17,1428,1,850,1200.0,0.0,65,221
2917,7,1428,1,850,6000.0,0.0,65,221
1828,17,1428,1,850,350.0,0.0,65,221
873,17,221,7,869,3500.0,0.0,65,221
3225,17,1715,7,869,15000.0,0.0,65,221
1645,17,1715,7,869,97450.0,5625.0,65,221
3239,7,45,7,879,10000.0,0.0,65,221
2943,17,1428,1,765,6000.0,0.0,65,221
892,17,1428,1,765,5000.0,0.0,65,221
563,17,1428,1,765,0.0,0.0,65,221
1548,7,1428,1,765,4000.0,0.0,65,221
2014,17,1428,1,765,650.0,0.0,65,221
2471,17,1428,1,765,0.0,0.0,65,221
1838,21,1428,1,765,2500.0,0.0,65,221
2899,17,1428,1,765,1200.0,0.0,65,221
2035,17,1428,1,765,1200.0,0.0,65,221
1567,6,1428,1,765,4500.0,0.0,65,221
2385,17,1428,1,765,0.0,0.0,65,221
2936,17,1428,1,765,6500.0,0.0,65,221
2908,17,1428,1,765,1000.0,0.0,65,221
560,17,1428,1,765,0.0,0.0,65,221
1819,7,1428,1,765,2500.0,0.0,65,221
3073,17,1433,1,765,3000.0,0.0,65,221
3053,17,1428,1,765,18000.0,1200.0,65,221
929,17,1550,7,772,3500.0,0.0,65,221
113,7,1110,7,772,4000.0,0.0,65,221
437,17,1110,7,772,0.0,0.0,65,221
2399,7,1110,7,772,250.0,0.0,65,221
344,17,1110,7,772,250.0,0.0,65,221
2,17,1110,7,772,45000.0,5250.0,65,221
2369,17,1110,7,772,2000.0,0.0,65,221
2369,17,1110,7,772,2000.0,0.0,65,221
593,17,1110,7,772,97450.0,5625.0,65,221
3010,10,1726,7,85,63660.0,0.0,65,221
2922,17,1110,7,772,97450.0,0.0,7,10
2381,17,1110,7,772,3000.0,0.0,65,221
2560,17,1110,7,772,3500.0,0.0,65,221
422,17,1110,7,772,8000.0,0.0,65,221
1225,17,1508,0,797,2000.0,0.0,65,221
651,17,1428,1,807,10000.0,0.0,65,221
2081,17,1428,1,807,350.0,0.0,65,221
1802,7,1428,1,807,3500.0,0.0,65,221
1819,7,896,7,828,3000.0,0.0,65,221
915,17,1428,1,828,6500.0,0.0,65,221
2894,17,1428,1,828,0.0,0.0,65,221
1771,17,1428,1,828,2500.0,0.0,65,221
1787,17,1428,1,828,8000.0,0.0,65,221
2083,17,1428,1,828,60000.0,0.0,7,129
1726,17,1428,1,828,0.0,0.0,65,221
3040,17,1428,1,828,0.0,0.0,65,221
1886,17,1428,1,828,6500.0,0.0,65,221
447,17,1428,1,828,1500.0,0.0,65,221
915,17,1428,1,828,6500.0,0.0,65,221
882,17,1428,1,828,0.0,0.0,65,221
915,17,1428,1,828,7000.0,0.0,65,221
915,17,1428,1,828,25000.0,0.0,65,221
1419,17,1428,1,828,5000.0,0.0,65,221
1718,11,1428,1,828,3000.0,0.0,65,221
3089,7,434,1,828,6000.0,0.0,65,221
1819,7,435,1,828,15000.0,0.0,65,221
2940,17,434,1,828,9500.0,0.0,65,221
1741,17,434,1,828,4000.0,0.0,65,221
1713,17,434,1,828,0.0,0.0,65,221
806,17,434,1,828,3000.0,0.0,65,221
805,17,434,1,828,0.0,0.0,65,221
759,17,1428,1,839,2000.0,0.0,65,221
694,17,1428,1,839,21000.0,1650.0,65,221
3201,17,1427,1,839,5000.0,0.0,65,221
3066,17,1428,1,839,6600.0,0.0,65,221
1535,17,66,1,839,3800.0,0.0,65,221
1925,17,66,1,839,1500.0,0.0,65,221
1928,11,162,7,839,3200.0,0.0,65,221
2587,17,577,7,839,35000.0,3750.0,65,221
1134,17,1242,7,856,7500.0,0.0,65,221
1152,17,1229,7,856,20000.0,1500.0,65,221
565,17,1428,1,903,0.0,0.0,65,221
2022,6,1428,1,903,7000.0,0.0,65,221
2918,11,1428,1,903,4500.0,0.0,65,221
3067,17,1430,1,903,20000.0,1500.0,65,221
509,17,1110,7,955,1000.0,0.0,65,221
192,7,1110,7,955,1200.0,0.0,65,221
497,17,1110,7,955,5000.0,0.0,65,221
342,3,1110,7,955,2500.0,0.0,65,221
373,17,1110,7,955,0.0,0.0,65,221
2559,7,1110,7,955,0.0,0.0,65,221
159,17,1110,7,955,0.0,0.0,65,221
423,17,1110,7,955,1500.0,0.0,7,113
112,17,1110,7,955,0.0,0.0,65,221
966,11,1428,1,955,3000.0,0.0,65,221
2952,17,1428,1,955,2500.0,0.0,65,221
1305,17,1428,1,955,0.0,0.0,65,221
1903,17,1428,1,955,1500.0,0.0,65,221
701,17,1428,1,955,3000.0,0.0,65,221
1989,17,1428,1,982,5500.0,0.0,65,221
1553,17,1428,1,982,0.0,0.0,65,221
559,17,1428,1,982,0.0,0.0,65,221
2509,17,1428,1,982,0.0,0.0,65,221
1685,17,1336,7,1101,30000.0,3000.0,65,221
3064,17,1428,1,1017,40000.0,4500.0,65,221
1920,17,1428,1,1017,10000.0,0.0,65,221
1737,17,1428,1,1017,5000.0,0.0,65,221
653,17,1428,1,1017,0.0,0.0,65,221
451,17,1110,7,1029,0.0,5625.0,65,221
2359,17,1110,7,1029,1000.0,0.0,65,221
2398,17,1110,7,1029,2500.0,0.0,65,221
2406,17,1110,7,1029,3500.0,0.0,65,221
2453,17,1110,7,1029,0.0,0.0,65,221
2358,17,1108,7,1029,1500.0,0.0,65,221
2866,17,1110,7,1029,10000.0,0.0,65,221
2384,17,1110,7,1029,4500.0,0.0,65,221
1232,17,658,7,1056,60000.0,5625.0,65,221
1232,17,141,7,1056,60000.0,5625.0,65,221
1232,17,248,7,1056,60000.0,5625.0,65,221
1232,17,602,7,1056,60000.0,5625.0,65,221
1222,17,1163,7,1056,35000.0,3750.0,65,221
1222,17,702,7,1056,35000.0,3750.0,65,221
1232,17,701,7,1056,60000.0,5625.0,65,221
1246,17,507,11,1056,10000.0,0.0,65,221
1246,17,498,11,1056,10000.0,0.0,65,221
1245,17,559,7,1056,10000.0,0.0,65,221
1246,17,1847,11,1056,10000.0,0.0,65,221
1246,17,1850,11,1056,10000.0,0.0,65,221
1246,17,1542,7,1056,10000.0,0.0,65,221
1859,17,1428,1,1063,2500.0,0.0,65,221
1771,17,1428,1,1063,2000.0,0.0,65,221
1920,17,1428,1,1063,10000.0,0.0,65,221
898,17,1428,1,1063,0.0,0.0,65,221
2875,17,1428,1,1063,0.0,0.0,65,221
1643,17,356,7,1082,97450.0,5625.0,65,221
1123,17,1455,7,1227,7500.0,0.0,65,221
2413,17,1366,0,1127,2000.0,0.0,65,221
3139,0,1428,1,1130,8500.0,0.0,65,221
552,17,1428,1,1130,0.0,0.0,65,221
2303,17,1428,1,1130,7500.0,0.0,65,221
1737,17,1428,1,1130,3000.0,0.0,65,221
385,17,1110,7,1156,0.0,0.0,65,221
2351,17,1110,7,1156,3000.0,0.0,65,221
387,17,1110,7,1156,1000.0,0.0,65,221
2364,17,1110,7,1156,1800.0,0.0,65,221
111,17,1110,7,1156,0.0,0.0,65,221
2335,17,1110,7,1156,600.0,0.0,65,221
2363,17,1110,7,1156,3000.0,0.0,65,221
2433,17,1110,7,1156,2200.0,0.0,65,221
409,17,1110,7,1156,2100.0,0.0,65,221
155,17,1110,7,1156,0.0,0.0,65,221
341,17,1110,7,1156,0.0,0.0,65,221
1773,7,386,0,1184,1000.0,0.0,7,60
602,17,1125,0,1184,15000.0,750.0,65,221
1149,17,624,7,1212,9500.0,0.0,65,221
2581,17,245,7,1212,9500.0,0.0,65,221
2579,17,689,7,1212,75000.0,5625.0,65,221
1135,17,653,7,1212,4000.0,0.0,65,221
2577,17,691,7,1212,4000.0,0.0,65,221
2575,17,678,7,1212,4000.0,0.0,65,221
2574,17,506,7,1212,4000.0,0.0,65,221
2575,17,560,7,1212,4000.0,0.0,65,221
2576,17,561,7,1212,4000.0,0.0,65,221
2578,17,1865,11,1212,4000.0,0.0,65,221
2575,17,1858,11,1212,4000.0,0.0,65,221
2576,17,1866,11,1212,4000.0,0.0,65,221
2575,17,1585,7,1212,4000.0,0.0,65,221
762,17,419,7,1239,97450.0,5625.0,65,221
2956,17,668,7,1239,97450.0,5625.0,65,221
2458,8,1650,0,1311,0.0,0.0,41,196
1644,17,1651,0,1311,0.0,0.0,41,196
389,17,1428,1,1324,0.0,0.0,65,221
2480,17,1428,1,1324,2500.0,0.0,65,221
2190,7,1428,1,1324,6000.0,0.0,65,221
1513,17,1428,1,1324,0.0,0.0,65,221
2222,17,1428,1,1269,1500.0,0.0,65,221
2440,17,1428,1,1269,25000.0,2250.0,65,221
2558,7,221,7,1284,3500.0,0.0,65,221
364,7,221,7,1284,0.0,0.0,65,221
1759,2,1217,7,1291,7000.0,0.0,65,221
2226,17,1428,1,1337,2000.0,0.0,65,221
1417,17,1428,1,1337,0.0,0.0,65,221
2181,7,1428,1,1337,3500.0,0.0,65,221
2192,11,1428,1,1337,8000.0,0.0,65,221
1681,17,1428,1,1337,25000.0,2250.0,65,221
2996,17,1428,1,1337,0.0,0.0,65,221
2253,17,1428,1,1337,0.0,0.0,65,221
1295,17,1428,1,1337,45000.0,5250.0,65,221
2999,21,1428,1,1342,10000.0,0.0,65,221
2253,17,1428,1,1342,0.0,0.0,65,221
2447,17,1428,1,1342,1500.0,0.0,65,221
1811,7,1428,1,1342,5500.0,0.0,65,221
3118,2,1428,1,1342,7000.0,0.0,65,221
2253,17,1428,1,1342,0.0,0.0,65,221
2125,17,1428,1,1342,2000.0,0.0,65,221
2965,17,1428,1,1342,0.0,0.0,65,221
150,17,1428,1,1342,0.0,0.0,65,221
2226,17,1428,1,1391,10000.0,0.0,65,221
525,17,1428,1,1391,0.0,0.0,65,221
2157,17,1428,1,1391,3000.0,0.0,65,221
1173,17,45,7,1407,8000.0,0.0,65,221
2320,17,1428,1,1417,97450.0,5625.0,65,221
2850,17,1431,1,1417,8100.0,0.0,65,221
1230,17,1878,7,152,10000.0,0.0,65,221
2958,17,45,7,197,83500.0,5625.0,65,221
1819,7,937,0,197,2200.0,0.0,65,221
2016,17,1428,1,197,90000.0,5625.0,65,221
862,17,1308,7,211,0.0,0.0,65,221
2333,7,1565,7,222,4500.0,0.0,65,221
2006,17,300,7,222,0.0,0.0,7,128
3141,17,1428,1,188,9000.0,0.0,65,221
803,17,1428,1,188,2500.0,0.0,65,221
519,11,1309,7,234,45000.0,5250.0,65,221
2583,17,1555,7,234,22500.0,1875.0,65,221
2582,17,1940,11,234,15000.0,750.0,65,221
1162,17,1325,7,234,15000.0,750.0,65,221
1163,17,1247,7,234,15000.0,750.0,65,221
1164,17,1367,7,234,15000.0,750.0,65,221
1711,2,739,7,281,25000.0,2250.0,65,221
365,7,736,7,342,10000.0,0.0,65,221
1790,17,1309,7,342,1250.0,0.0,65,221
1910,7,1021,7,342,1000.0,0.0,65,221
1738,17,1546,7,354,7500.0,0.0,65,221
2423,6,739,7,359,5500.0,0.0,65,221
1802,7,739,7,366,2500.0,0.0,65,221
2154,2,1050,7,38,25000.0,2250.0,65,221
2411,17,776,7,38,3500.0,0.0,65,221
1907,17,738,7,38,9500.0,0.0,65,221
1737,17,1003,7,79,4500.0,0.0,65,221
1855,17,236,7,89,3500.0,0.0,65,221
1855,17,311,7,89,3500.0,0.0,65,221
1855,17,1750,7,89,3500.0,0.0,65,221
1855,17,1747,7,89,3500.0,0.0,65,221
1855,17,1052,7,89,3500.0,0.0,65,221
2208,17,1365,7,89,3500.0,0.0,65,221
2410,17,438,7,456,4000.0,0.0,65,221
1758,17,455,7,504,3200.0,0.0,65,221
2276,17,738,7,568,4500.0,0.0,65,221
508,17,738,7,574,10000.0,0.0,65,221
2911,17,737,7,574,21000.0,1650.0,65,221
3044,17,738,7,574,6000.0,0.0,65,221
2901,17,738,7,574,6000.0,0.0,65,221
1855,17,738,7,467,4500.0,0.0,65,221
1784,3,738,7,467,3000.0,0.0,65,221
2149,2,455,7,473,25000.0,2250.0,65,221
1609,17,1966,0,511,60000.0,5625.0,65,221
1611,17,1899,0,511,25000.0,2250.0,65,221
3049,17,738,7,517,3000.0,0.0,65,221
1610,17,1083,0,542,55000.0,5625.0,65,221
1612,17,1900,0,542,60000.0,5625.0,65,221
1600,17,303,0,542,60000.0,5625.0,65,221
2085,17,438,7,547,500.0,0.0,7,57
2324,17,1097,0,552,1000.0,0.0,65,221
1499,17,12,0,722,800.0,0.0,65,221
950,17,1461,7,738,0.0,0.0,7,103
3124,2,223,7,880,11000.0,0.0,65,221
3167,17,731,0,885,8000.0,0.0,65,221
474,17,1571,8,808,97450.0,5625.0,65,221
901,21,306,7,992,80000.0,5625.0,65,221
3072,21,409,7,913,97450.0,5625.0,65,221
1984,17,1319,7,944,25000.0,2250.0,11,154
3105,17,1835,7,1014,97450.0,0.0,7,14
1154,17,521,11,1018,20000.0,1500.0,65,221
2078,17,1553,7,1018,22000.0,1800.0,65,221
1231,17,1691,7,1018,30000.0,3000.0,65,221
1181,17,483,11,1018,24000.0,2100.0,65,221
1144,17,281,11,1018,22000.0,1800.0,65,221
1142,17,1861,11,1018,30000.0,3000.0,65,221
1650,17,1592,6,1034,20000.0,1500.0,65,221
1142,17,1006,6,1039,30000.0,3000.0,65,221
3191,17,1532,0,1064,0.0,0.0,65,221
3192,17,1670,7,1064,0.0,0.0,65,221
3192,17,810,0,1064,0.0,0.0,65,221
3192,17,399,7,1064,0.0,0.0,65,221
1797,17,1581,7,1231,5000.0,0.0,65,221
1717,17,1581,7,1231,0.0,0.0,65,221
2029,17,1263,7,1231,250.0,0.0,65,221
1153,17,1955,6,1235,20000.0,1500.0,65,221
2366,17,223,7,1141,2800.0,0.0,65,221
265,17,223,7,1141,1000.0,0.0,65,221
523,17,223,7,1141,1200.0,0.0,65,221
1276,17,2041,7,1157,22000.0,1800.0,65,221
1276,17,958,7,1157,22000.0,1800.0,65,221
1275,17,1915,7,1157,22000.0,1800.0,65,221
1275,17,194,7,1172,22000.0,1800.0,65,221
333,17,1098,0,1293,18000.0,1200.0,65,221
1148,17,1307,7,1293,18000.0,1200.0,65,221
1272,17,1954,7,1434,24000.0,2100.0,65,221
1273,17,1965,7,1402,24000.0,2100.0,65,221
1773,7,932,9,169,5500.0,0.0,65,221
1314,17,929,9,169,6000.0,0.0,65,221
326,17,932,9,169,7000.0,0.0,65,221
1328,17,932,9,169,0.0,0.0,65,221
2370,7,932,9,169,4500.0,0.0,65,221
319,17,932,9,169,0.0,0.0,65,221
317,7,932,9,169,6000.0,0.0,65,221
321,17,932,9,169,0.0,0.0,65,221
318,7,932,9,169,5000.0,0.0,65,221
316,7,932,9,169,3500.0,0.0,65,221
1317,17,932,9,169,0.0,0.0,65,221
2851,17,932,9,169,34400.0,1080.0,65,221
2477,17,932,9,169,0.0,0.0,65,221
327,17,932,9,169,5500.0,0.0,65,221
1316,7,932,9,169,2500.0,0.0,65,221
2405,17,932,9,169,0.0,0.0,65,221
320,17,932,9,169,0.0,0.0,65,221
323,17,133,7,169,3000.0,0.0,65,221
322,17,964,9,169,3000.0,0.0,65,221
465,7,134,7,169,2500.0,0.0,65,221
465,7,627,7,169,2500.0,0.0,65,221
465,7,202,7,169,2500.0,0.0,65,221
464,7,598,7,169,2500.0,0.0,65,221
465,7,647,7,169,2500.0,0.0,65,221
2397,7,984,7,169,2000.0,0.0,65,221
2401,7,1248,7,169,2000.0,0.0,65,221
2401,7,1938,7,169,2000.0,0.0,65,221
2401,7,508,7,169,2000.0,0.0,65,221
2401,7,1843,7,169,2000.0,0.0,65,221
1559,17,1613,7,196,9000.0,0.0,65,221
840,17,1423,1,322,65000.0,0.0,36,191
2391,7,989,7,322,7000.0,0.0,65,221
2500,17,1952,7,322,2500.0,0.0,65,221
496,17,932,9,379,25000.0,2250.0,65,221
1697,17,753,7,379,65000.0,5625.0,65,221
2988,17,932,9,379,97450.0,5625.0,65,221
1641,17,670,7,379,97450.0,5625.0,65,221
1641,17,135,7,379,97450.0,5625.0,65,221
1682,17,623,7,379,90000.0,5625.0,65,221
2140,17,601,7,379,25000.0,2250.0,65,221
1682,17,1917,7,379,90000.0,5625.0,65,221
2141,17,1615,11,379,25000.0,2250.0,65,221
1682,17,905,7,379,90000.0,5625.0,65,221
1333,17,500,11,379,25000.0,2250.0,65,221
1333,17,515,11,379,25000.0,2250.0,65,221
1333,17,1857,11,379,25000.0,2250.0,65,221
1333,17,1860,11,379,25000.0,2250.0,65,221
1333,17,1848,11,379,25000.0,2250.0,65,221
1333,17,1584,7,379,25000.0,2250.0,65,221
2604,17,1614,7,379,85000.0,0.0,65,221
2935,21,931,9,24,97450.0,5625.0,65,221
3031,17,1658,7,47,97450.0,5625.0,65,221
1663,17,1500,0,55,25000.0,2250.0,65,221
2896,17,931,9,66,97450.0,5625.0,65,221
544,17,806,9,66,97450.0,5625.0,65,221
1688,17,359,7,70,60000.0,5625.0,65,221
1702,17,1264,7,72,97450.0,5625.0,65,221
3184,17,930,9,505,97450.0,5625.0,65,221
3031,17,1634,7,505,97450.0,5625.0,65,221
3030,17,1640,7,505,97450.0,5625.0,65,221
3031,17,1665,7,505,97450.0,5625.0,65,221
3031,17,1630,7,505,97450.0,5625.0,65,221
3027,17,1629,7,505,97450.0,5625.0,65,221
3029,17,1637,7,505,97450.0,5625.0,65,221
3031,17,1654,9,505,97450.0,5625.0,65,221
3031,17,388,7,505,97450.0,5625.0,65,221
1259,17,1558,6,459,25000.0,2250.0,65,221
2980,21,931,9,481,97450.0,5625.0,65,221
2892,17,931,9,481,28000.0,2700.0,65,221
1759,2,131,7,481,10000.0,0.0,65,221
1759,2,590,7,481,10000.0,0.0,65,221
1759,2,1923,7,481,10000.0,0.0,65,221
1759,2,675,7,481,10000.0,0.0,65,221
1759,2,669,7,481,10000.0,0.0,65,221
1759,2,597,7,481,10000.0,0.0,65,221
1759,2,591,7,481,10000.0,0.0,65,221
1850,17,1277,7,481,2500.0,0.0,65,221
1850,17,1149,7,481,2500.0,0.0,65,221
1850,17,496,7,481,2500.0,0.0,65,221
1850,17,1704,7,481,2500.0,0.0,65,221
1850,17,1859,7,481,2500.0,0.0,65,221
1850,17,1849,7,481,2500.0,0.0,65,221
1850,17,1205,7,481,2500.0,0.0,65,221
1850,17,1344,7,481,2500.0,0.0,65,221
1850,17,1279,7,481,2500.0,0.0,65,221
1759,2,986,7,723,10000.0,0.0,65,221
1759,2,1524,7,723,10000.0,0.0,65,221
1759,2,852,7,723,10000.0,0.0,65,221
2628,17,1326,7,723,24000.0,2100.0,65,221
790,17,2000,7,621,3500.0,0.0,65,221
786,17,931,9,676,6000.0,0.0,65,221
789,17,130,7,676,3500.0,0.0,65,221
789,17,589,7,676,3500.0,0.0,65,221
789,17,1645,7,676,3500.0,0.0,65,221
738,17,931,9,777,18000.0,1200.0,65,221
927,17,931,9,777,22500.0,1875.0,65,221
956,17,697,7,777,2500.0,0.0,65,221
